"","ind","vid","fr","fn","pitch","yaw","roll","fd","luminance","age","facial_hair","makeup","gender","race","hair","eye","glasses","attractive","extraverted","trustworthy","intelligent","mean","competent","typical","unemotional","memorable","humble"
"11",11,"Abba_Eban_vid03_clip18_2secs",15,"Abba_Eban_vid03_clip18_2secs_fr015.mat",0.45288,-20.164,15.4045,25.3789404141387,0.252451582347,5.58333333333333,"None",0.416666666666667,"Male","White","White","Brown","No",3.91666666666667,3.66666666666667,5.58333333333333,7.66666666666667,5.33333333333333,7.72727272727273,5.66666666666667,4.33333333333333,6.16666666666667,4
"12",12,"Abba_Eban_vid03_clip18_2secs",21,"Abba_Eban_vid03_clip18_2secs_fr021.mat",-4.28483,-21.9097,17.3188,28.2548324302039,0.251052940959,5.58333333333333,"None",0.416666666666667,"Male","White","White","Brown","No",3.91666666666667,3.66666666666667,5.58333333333333,7.66666666666667,5.33333333333333,7.72727272727273,5.66666666666667,4.33333333333333,6.16666666666667,4
"13",13,"Abba_Eban_vid03_clip18_2secs",27,"Abba_Eban_vid03_clip18_2secs_fr027.mat",-0.928399,-24.0346,15.6025,28.6698784112036,0.251728223526,5.58333333333333,"None",0.416666666666667,"Male","White","White","Brown","No",3.91666666666667,3.66666666666667,5.58333333333333,7.66666666666667,5.33333333333333,7.72727272727273,5.66666666666667,4.33333333333333,6.16666666666667,4
"14",14,"Abba_Eban_vid03_clip18_2secs",33,"Abba_Eban_vid03_clip18_2secs_fr033.mat",-2.55647,-24.3835,17.5281,30.1384289690239,0.253698496469,5.58333333333333,"None",0.416666666666667,"Male","White","White","Brown","No",3.91666666666667,3.66666666666667,5.58333333333333,7.66666666666667,5.33333333333333,7.72727272727273,5.66666666666667,4.33333333333333,6.16666666666667,4
"15",15,"Abba_Eban_vid03_clip18_2secs",39,"Abba_Eban_vid03_clip18_2secs_fr039.mat",1.83451,-23.084,22.0653,31.9861524261687,0.254326324181,5.58333333333333,"None",0.416666666666667,"Male","White","White","Brown","No",3.91666666666667,3.66666666666667,5.58333333333333,7.66666666666667,5.33333333333333,7.72727272727273,5.66666666666667,4.33333333333333,6.16666666666667,4
"16",16,"Abba_Eban_vid03_clip18_2secs",45,"Abba_Eban_vid03_clip18_2secs_fr045.mat",-6.33833,-26.6426,25.4222,37.3669749215654,0.254025612771,5.58333333333333,"None",0.416666666666667,"Male","White","White","Brown","No",3.91666666666667,3.66666666666667,5.58333333333333,7.66666666666667,5.33333333333333,7.72727272727273,5.66666666666667,4.33333333333333,6.16666666666667,4
"17",17,"Abdullah_vid02_clip01_2secs",3,"Abdullah_vid02_clip01_2secs_fr003.mat",-17.0656,12.7738,-2.86444,21.5083631714178,0.344512249123,1.33333333333333,"Goatee and moustache",0.0833333333333333,"Male","Black","Black","Brown","No",6.16666666666667,4.58333333333333,7.16666666666667,5.75,2.83333333333333,6.36363636363636,6.91666666666667,5.41666666666667,5.75,6.25
"18",18,"Abdullah_vid02_clip01_2secs",9,"Abdullah_vid02_clip01_2secs_fr009.mat",-18.9846,30.9235,-8.36088,37.2368393366623,0.347976983468,1.33333333333333,"Goatee and moustache",0.0833333333333333,"Male","Black","Black","Brown","No",6.16666666666667,4.58333333333333,7.16666666666667,5.75,2.83333333333333,6.36363636363636,6.91666666666667,5.41666666666667,5.75,6.25
"19",19,"Abdullah_vid02_clip01_2secs",15,"Abdullah_vid02_clip01_2secs_fr015.mat",-17.9305,22.8004,-8.73857,30.2939544472969,0.347668120147,1.33333333333333,"Goatee and moustache",0.0833333333333333,"Male","Black","Black","Brown","No",6.16666666666667,4.58333333333333,7.16666666666667,5.75,2.83333333333333,6.36363636363636,6.91666666666667,5.41666666666667,5.75,6.25
"20",20,"Abdullah_vid02_clip01_2secs",21,"Abdullah_vid02_clip01_2secs_fr021.mat",-16.6708,18.6044,-6.90425,25.9173289530866,0.349566718377,1.33333333333333,"Goatee and moustache",0.0833333333333333,"Male","Black","Black","Brown","No",6.16666666666667,4.58333333333333,7.16666666666667,5.75,2.83333333333333,6.36363636363636,6.91666666666667,5.41666666666667,5.75,6.25
"21",21,"Abdullah_vid02_clip01_2secs",27,"Abdullah_vid02_clip01_2secs_fr027.mat",-14.6505,12.3995,-4.69339,19.7588628263901,0.34447911961,1.33333333333333,"Goatee and moustache",0.0833333333333333,"Male","Black","Black","Brown","No",6.16666666666667,4.58333333333333,7.16666666666667,5.75,2.83333333333333,6.36363636363636,6.91666666666667,5.41666666666667,5.75,6.25
"22",22,"Abdullah_vid02_clip01_2secs",33,"Abdullah_vid02_clip01_2secs_fr033.mat",-17.3234,4.85294,-3.22562,18.2771944944513,0.338446770376,1.33333333333333,"Goatee and moustache",0.0833333333333333,"Male","Black","Black","Brown","No",6.16666666666667,4.58333333333333,7.16666666666667,5.75,2.83333333333333,6.36363636363636,6.91666666666667,5.41666666666667,5.75,6.25
"23",23,"Abdullah_vid02_clip01_2secs",39,"Abdullah_vid02_clip01_2secs_fr039.mat",-19.4616,0.932397,-3.69494,19.8311830289877,0.335948720025,1.33333333333333,"Goatee and moustache",0.0833333333333333,"Male","Black","Black","Brown","No",6.16666666666667,4.58333333333333,7.16666666666667,5.75,2.83333333333333,6.36363636363636,6.91666666666667,5.41666666666667,5.75,6.25
"24",24,"Abdullah_vid02_clip01_2secs",45,"Abdullah_vid02_clip01_2secs_fr045.mat",-17.6445,1.45447,-2.77011,17.9197481188492,0.337243007032,1.33333333333333,"Goatee and moustache",0.0833333333333333,"Male","Black","Black","Brown","No",6.16666666666667,4.58333333333333,7.16666666666667,5.75,2.83333333333333,6.36363636363636,6.91666666666667,5.41666666666667,5.75,6.25
"25",25,"Ada_Nicodemou",3,"Ada_Nicodemou_fr003.mat",-15.9846,8.959,8.32549,20.1267210916259,0.285500676377,2,"None",1.2,"Female","White","Brown","Cannot tell","No",7.75,6.91666666666667,4.5,4.5,3.25,4.81818181818182,5.83333333333333,3.08333333333333,6.33333333333333,3.75
"26",26,"Ada_Nicodemou",9,"Ada_Nicodemou_fr009.mat",-10.4489,10.6765,17.628,23.1065693572196,0.289200768913,2,"None",1.2,"Female","White","Brown","Cannot tell","No",7.75,6.91666666666667,4.5,4.5,3.25,4.81818181818182,5.83333333333333,3.08333333333333,6.33333333333333,3.75
"27",27,"Ada_Nicodemou",15,"Ada_Nicodemou_fr015.mat",-19.7318,2.10917,13.5571,24.0330499466651,0.288758345342,2,"None",1.2,"Female","White","Brown","Cannot tell","No",7.75,6.91666666666667,4.5,4.5,3.25,4.81818181818182,5.83333333333333,3.08333333333333,6.33333333333333,3.75
"28",28,"Ada_Nicodemou",21,"Ada_Nicodemou_fr021.mat",-10.5701,5.72615,10.1487,15.7325115452842,0.275512939153,2,"None",1.2,"Female","White","Brown","Cannot tell","No",7.75,6.91666666666667,4.5,4.5,3.25,4.81818181818182,5.83333333333333,3.08333333333333,6.33333333333333,3.75
"29",29,"Ada_Nicodemou",27,"Ada_Nicodemou_fr027.mat",-12.2916,8.81345,12.9865,19.9351326484802,0.280125642985,2,"None",1.2,"Female","White","Brown","Cannot tell","No",7.75,6.91666666666667,4.5,4.5,3.25,4.81818181818182,5.83333333333333,3.08333333333333,6.33333333333333,3.75
"30",30,"Ada_Nicodemou",33,"Ada_Nicodemou_fr033.mat",-19.5936,3.22277,9.09707,21.8415221543234,0.287901761873,2,"None",1.2,"Female","White","Brown","Cannot tell","No",7.75,6.91666666666667,4.5,4.5,3.25,4.81818181818182,5.83333333333333,3.08333333333333,6.33333333333333,3.75
"31",31,"Ada_Nicodemou",39,"Ada_Nicodemou_fr039.mat",-4.62315,0.403278,1.75326,4.96085372646523,0.272633326737,2,"None",1.2,"Female","White","Brown","Cannot tell","No",7.75,6.91666666666667,4.5,4.5,3.25,4.81818181818182,5.83333333333333,3.08333333333333,6.33333333333333,3.75
"32",32,"Ada_Nicodemou",45,"Ada_Nicodemou_fr045.mat",2.95306,1.98571,-0.459625,3.58815589242232,0.267873625762,2,"None",1.2,"Female","White","Brown","Cannot tell","No",7.75,6.91666666666667,4.5,4.5,3.25,4.81818181818182,5.83333333333333,3.08333333333333,6.33333333333333,3.75
"33",33,"Adam_Ant_vid02_clip05_2secs",3,"Adam_Ant_vid02_clip05_2secs_fr003.mat",-12.9153,-7.77137,-4.50687,15.7324836870661,0.421428318421,2.66666666666667,"Goatee and moustache",1,"Male","White","Brown","Hazel","No",3.83333333333333,5.16666666666667,4,4.66666666666667,4,4.36363636363636,3.25,4.66666666666667,6.83333333333333,4.91666666666667
"34",34,"Adam_Ant_vid02_clip05_2secs",9,"Adam_Ant_vid02_clip05_2secs_fr009.mat",-17.7795,-17.0859,-4.87737,25.1361758662073,0.415354465533,2.66666666666667,"Goatee and moustache",1,"Male","White","Brown","Hazel","No",3.83333333333333,5.16666666666667,4,4.66666666666667,4,4.36363636363636,3.25,4.66666666666667,6.83333333333333,4.91666666666667
"35",35,"Adam_Ant_vid02_clip05_2secs",15,"Adam_Ant_vid02_clip05_2secs_fr015.mat",-17.2988,-16.8039,-5.03581,24.6369421602215,0.418624951138,2.66666666666667,"Goatee and moustache",1,"Male","White","Brown","Hazel","No",3.83333333333333,5.16666666666667,4,4.66666666666667,4,4.36363636363636,3.25,4.66666666666667,6.83333333333333,4.91666666666667
"36",36,"Adam_Ant_vid02_clip05_2secs",21,"Adam_Ant_vid02_clip05_2secs_fr021.mat",-14.8034,-19.1885,-5.11975,24.7699621290082,0.42044367671,2.66666666666667,"Goatee and moustache",1,"Male","White","Brown","Hazel","No",3.83333333333333,5.16666666666667,4,4.66666666666667,4,4.36363636363636,3.25,4.66666666666667,6.83333333333333,4.91666666666667
"37",37,"Adam_Ant_vid02_clip05_2secs",27,"Adam_Ant_vid02_clip05_2secs_fr027.mat",-16.4127,-16.9094,-5.96783,24.3088363472812,0.423767706804,2.66666666666667,"Goatee and moustache",1,"Male","White","Brown","Hazel","No",3.83333333333333,5.16666666666667,4,4.66666666666667,4,4.36363636363636,3.25,4.66666666666667,6.83333333333333,4.91666666666667
"38",38,"Adam_Ant_vid02_clip05_2secs",33,"Adam_Ant_vid02_clip05_2secs_fr033.mat",-15.6479,-14.9403,-7.53832,22.9106003178092,0.421945393491,2.66666666666667,"Goatee and moustache",1,"Male","White","Brown","Hazel","No",3.83333333333333,5.16666666666667,4,4.66666666666667,4,4.36363636363636,3.25,4.66666666666667,6.83333333333333,4.91666666666667
"39",39,"Adam_Ant_vid02_clip05_2secs",39,"Adam_Ant_vid02_clip05_2secs_fr039.mat",-14.9894,-17.607,-6.08209,23.9098385634052,0.420772685632,2.66666666666667,"Goatee and moustache",1,"Male","White","Brown","Hazel","No",3.83333333333333,5.16666666666667,4,4.66666666666667,4,4.36363636363636,3.25,4.66666666666667,6.83333333333333,4.91666666666667
"40",40,"Adam_Ant_vid02_clip05_2secs",45,"Adam_Ant_vid02_clip05_2secs_fr045.mat",-14.0639,-18.337,-6.45744,23.9945282004794,0.420116440739,2.66666666666667,"Goatee and moustache",1,"Male","White","Brown","Hazel","No",3.83333333333333,5.16666666666667,4,4.66666666666667,4,4.36363636363636,3.25,4.66666666666667,6.83333333333333,4.91666666666667
"41",41,"Adel_Al_Jubeir_vid01_clip01_2secs",3,"Adel_Al_Jubeir_vid01_clip01_2secs_fr003.mat",4.88334,-13.0159,-11.5574,18.0785551725131,0.244087045374,3.22222222222222,"None",0,"Male","White","Bald","Brown","No",3.75,3.5,3.66666666666667,7.58333333333333,6.16666666666667,7.36363636363636,5,6,5.5,4.33333333333333
"42",42,"Adel_Al_Jubeir_vid01_clip01_2secs",9,"Adel_Al_Jubeir_vid01_clip01_2secs_fr009.mat",12.1979,-11.5032,-10.5054,19.7857474918184,0.243847666362,3.22222222222222,"None",0,"Male","White","Bald","Brown","No",3.75,3.5,3.66666666666667,7.58333333333333,6.16666666666667,7.36363636363636,5,6,5.5,4.33333333333333
"43",43,"Adel_Al_Jubeir_vid01_clip01_2secs",15,"Adel_Al_Jubeir_vid01_clip01_2secs_fr015.mat",5.67586,0.485364,-3.10327,6.48700621589004,0.250244093557,3.22222222222222,"None",0,"Male","White","Bald","Brown","No",3.75,3.5,3.66666666666667,7.58333333333333,6.16666666666667,7.36363636363636,5,6,5.5,4.33333333333333
"44",44,"Adel_Al_Jubeir_vid01_clip01_2secs",21,"Adel_Al_Jubeir_vid01_clip01_2secs_fr021.mat",6.84672,3.33031,-2.78629,8.1075243705215,0.25540803273,3.22222222222222,"None",0,"Male","White","Bald","Brown","No",3.75,3.5,3.66666666666667,7.58333333333333,6.16666666666667,7.36363636363636,5,6,5.5,4.33333333333333
"45",45,"Adel_Al_Jubeir_vid01_clip01_2secs",27,"Adel_Al_Jubeir_vid01_clip01_2secs_fr027.mat",7.96176,1.68144,-2.38155,8.47871707121425,0.254109572791,3.22222222222222,"None",0,"Male","White","Bald","Brown","No",3.75,3.5,3.66666666666667,7.58333333333333,6.16666666666667,7.36363636363636,5,6,5.5,4.33333333333333
"46",46,"Adel_Al_Jubeir_vid01_clip01_2secs",33,"Adel_Al_Jubeir_vid01_clip01_2secs_fr033.mat",3.72694,0.985041,-3.42683,5.15786306372911,0.252843825206,3.22222222222222,"None",0,"Male","White","Bald","Brown","No",3.75,3.5,3.66666666666667,7.58333333333333,6.16666666666667,7.36363636363636,5,6,5.5,4.33333333333333
"47",47,"Adel_Al_Jubeir_vid01_clip01_2secs",39,"Adel_Al_Jubeir_vid01_clip01_2secs_fr039.mat",6.4914,-2.96803,-5.51124,9.01782913890588,0.254277006995,3.22222222222222,"None",0,"Male","White","Bald","Brown","No",3.75,3.5,3.66666666666667,7.58333333333333,6.16666666666667,7.36363636363636,5,6,5.5,4.33333333333333
"48",48,"Adel_Al_Jubeir_vid01_clip01_2secs",45,"Adel_Al_Jubeir_vid01_clip01_2secs_fr045.mat",4.42816,-12.2265,-10.1269,16.4818083609051,0.250075759987,3.22222222222222,"None",0,"Male","White","Bald","Brown","No",3.75,3.5,3.66666666666667,7.58333333333333,6.16666666666667,7.36363636363636,5,6,5.5,4.33333333333333
"49",49,"Adele_Haenel",3,"Adele_Haenel_fr003.mat",1.08699,13.4682,0.98352,13.5477404053407,0.407859416535,1,"None",1.4,"Female","White","Blonde","Green","No",7.33333333333333,4.91666666666667,4.91666666666667,5.75,4,6.18181818181818,5.5,5.66666666666667,6.58333333333333,4.83333333333333
"50",50,"Adele_Haenel",9,"Adele_Haenel_fr009.mat",-0.574157,19.6898,-1.79767,19.7800277484525,0.406691506518,1,"None",1.4,"Female","White","Blonde","Green","No",7.33333333333333,4.91666666666667,4.91666666666667,5.75,4,6.18181818181818,5.5,5.66666666666667,6.58333333333333,4.83333333333333
"51",51,"Adele_Haenel",15,"Adele_Haenel_fr015.mat",0.832563,16.209,-4.47013,16.8346934740692,0.399087823042,1,"None",1.4,"Female","White","Blonde","Green","No",7.33333333333333,4.91666666666667,4.91666666666667,5.75,4,6.18181818181818,5.5,5.66666666666667,6.58333333333333,4.83333333333333
"52",52,"Adele_Haenel",21,"Adele_Haenel_fr021.mat",2.61126,15.8251,-5.18693,16.856948467101,0.394096552559,1,"None",1.4,"Female","White","Blonde","Green","No",7.33333333333333,4.91666666666667,4.91666666666667,5.75,4,6.18181818181818,5.5,5.66666666666667,6.58333333333333,4.83333333333333
"53",53,"Adele_Haenel",27,"Adele_Haenel_fr027.mat",7.11418,11.2761,-6.99477,15.0561879516463,0.382916387759,1,"None",1.4,"Female","White","Blonde","Green","No",7.33333333333333,4.91666666666667,4.91666666666667,5.75,4,6.18181818181818,5.5,5.66666666666667,6.58333333333333,4.83333333333333
"54",54,"Adele_Haenel",33,"Adele_Haenel_fr033.mat",5.84554,11.1292,-7.55815,14.668164914334,0.380079456085,1,"None",1.4,"Female","White","Blonde","Green","No",7.33333333333333,4.91666666666667,4.91666666666667,5.75,4,6.18181818181818,5.5,5.66666666666667,6.58333333333333,4.83333333333333
"55",55,"Adele_Haenel",39,"Adele_Haenel_fr039.mat",9.28608,9.37895,-5.06561,14.1370573154741,0.369801373332,1,"None",1.4,"Female","White","Blonde","Green","No",7.33333333333333,4.91666666666667,4.91666666666667,5.75,4,6.18181818181818,5.5,5.66666666666667,6.58333333333333,4.83333333333333
"56",56,"Adele_Haenel",45,"Adele_Haenel_fr045.mat",11.0434,11.8786,-5.23144,17.041883287759,0.353470229394,1,"None",1.4,"Female","White","Blonde","Green","No",7.33333333333333,4.91666666666667,4.91666666666667,5.75,4,6.18181818181818,5.5,5.66666666666667,6.58333333333333,4.83333333333333
"57",57,"Adrian_Fernandez_vid01_clip01_2secs",3,"Adrian_Fernandez_vid01_clip01_2secs_fr003.mat",-9.57355,-1.70146,-2.11105,9.95009335818514,0.469110373125,3.6,"None",0.4,"Male","White","Brown","Brown","No",3.91666666666667,4.08333333333333,5.58333333333333,5.66666666666667,4.66666666666667,6.72727272727273,5.08333333333333,6.08333333333333,5.58333333333333,5.08333333333333
"58",58,"Adrian_Fernandez_vid01_clip01_2secs",9,"Adrian_Fernandez_vid01_clip01_2secs_fr009.mat",-9.71657,-2.39091,-0.811706,10.039275363463,0.468326459207,3.6,"None",0.4,"Male","White","Brown","Brown","No",3.91666666666667,4.08333333333333,5.58333333333333,5.66666666666667,4.66666666666667,6.72727272727273,5.08333333333333,6.08333333333333,5.58333333333333,5.08333333333333
"59",59,"Adrian_Fernandez_vid01_clip01_2secs",15,"Adrian_Fernandez_vid01_clip01_2secs_fr015.mat",-8.27691,-0.15435,-1.48417,8.41034028202783,0.455337577711,3.6,"None",0.4,"Male","White","Brown","Brown","No",3.91666666666667,4.08333333333333,5.58333333333333,5.66666666666667,4.66666666666667,6.72727272727273,5.08333333333333,6.08333333333333,5.58333333333333,5.08333333333333
"60",60,"Adrian_Fernandez_vid01_clip01_2secs",21,"Adrian_Fernandez_vid01_clip01_2secs_fr021.mat",0.554322,-2.1962,-1.61772,2.78344845795355,0.422863556383,3.6,"None",0.4,"Male","White","Brown","Brown","No",3.91666666666667,4.08333333333333,5.58333333333333,5.66666666666667,4.66666666666667,6.72727272727273,5.08333333333333,6.08333333333333,5.58333333333333,5.08333333333333
"61",61,"Adrian_Fernandez_vid01_clip01_2secs",27,"Adrian_Fernandez_vid01_clip01_2secs_fr027.mat",-5.09803,-0.230031,-0.716295,5.15324195714562,0.439715390906,3.6,"None",0.4,"Male","White","Brown","Brown","No",3.91666666666667,4.08333333333333,5.58333333333333,5.66666666666667,4.66666666666667,6.72727272727273,5.08333333333333,6.08333333333333,5.58333333333333,5.08333333333333
"62",62,"Adrian_Fernandez_vid01_clip01_2secs",33,"Adrian_Fernandez_vid01_clip01_2secs_fr033.mat",-3.27771,-0.00439926,-1.1622,3.47765884433602,0.433022693382,3.6,"None",0.4,"Male","White","Brown","Brown","No",3.91666666666667,4.08333333333333,5.58333333333333,5.66666666666667,4.66666666666667,6.72727272727273,5.08333333333333,6.08333333333333,5.58333333333333,5.08333333333333
"63",63,"Adrian_Fernandez_vid01_clip01_2secs",39,"Adrian_Fernandez_vid01_clip01_2secs_fr039.mat",0.854359,0.736783,-1.17656,1.6300527364383,0.431672266468,3.6,"None",0.4,"Male","White","Brown","Brown","No",3.91666666666667,4.08333333333333,5.58333333333333,5.66666666666667,4.66666666666667,6.72727272727273,5.08333333333333,6.08333333333333,5.58333333333333,5.08333333333333
"64",64,"Adrian_Fernandez_vid01_clip01_2secs",45,"Adrian_Fernandez_vid01_clip01_2secs_fr045.mat",10.5258,1.40343,-1.17158,10.6833834107599,0.42523194723,3.6,"None",0.4,"Male","White","Brown","Brown","No",3.91666666666667,4.08333333333333,5.58333333333333,5.66666666666667,4.66666666666667,6.72727272727273,5.08333333333333,6.08333333333333,5.58333333333333,5.08333333333333
"65",65,"Adrienne_Barbeau_vid06_clip01_2secs",3,"Adrienne_Barbeau_vid06_clip01_2secs_fr003.mat",-14.0422,-19.0866,-0.975471,23.7156746493082,0.203510505666,3,"None",0.666666666666667,"Female","White","Brown","Cannot tell","No",3.83333333333333,4.58333333333333,5.16666666666667,5.5,4.66666666666667,6,4.83333333333333,4.41666666666667,5.5,5.08333333333333
"66",66,"Adrienne_Barbeau_vid06_clip01_2secs",9,"Adrienne_Barbeau_vid06_clip01_2secs_fr009.mat",-10.1806,-15.365,-1.19555,18.4704407408838,0.201328741561,3,"None",0.666666666666667,"Female","White","Brown","Cannot tell","No",3.83333333333333,4.58333333333333,5.16666666666667,5.5,4.66666666666667,6,4.83333333333333,4.41666666666667,5.5,5.08333333333333
"67",67,"Adrienne_Barbeau_vid06_clip01_2secs",15,"Adrienne_Barbeau_vid06_clip01_2secs_fr015.mat",-8.73162,-9.92911,-3.08966,13.5784539669323,0.205810470224,3,"None",0.666666666666667,"Female","White","Brown","Cannot tell","No",3.83333333333333,4.58333333333333,5.16666666666667,5.5,4.66666666666667,6,4.83333333333333,4.41666666666667,5.5,5.08333333333333
"68",68,"Adrienne_Barbeau_vid06_clip01_2secs",21,"Adrienne_Barbeau_vid06_clip01_2secs_fr021.mat",-9.54384,-8.97101,-1.29559,13.1621599980322,0.210709647718,3,"None",0.666666666666667,"Female","White","Brown","Cannot tell","No",3.83333333333333,4.58333333333333,5.16666666666667,5.5,4.66666666666667,6,4.83333333333333,4.41666666666667,5.5,5.08333333333333
"69",69,"Adrienne_Barbeau_vid06_clip01_2secs",27,"Adrienne_Barbeau_vid06_clip01_2secs_fr027.mat",-8.56869,-8.06047,-1.28423,11.8339710845472,0.214463349255,3,"None",0.666666666666667,"Female","White","Brown","Cannot tell","No",3.83333333333333,4.58333333333333,5.16666666666667,5.5,4.66666666666667,6,4.83333333333333,4.41666666666667,5.5,5.08333333333333
"70",70,"Adrienne_Barbeau_vid06_clip01_2secs",33,"Adrienne_Barbeau_vid06_clip01_2secs_fr033.mat",-7.85188,-4.99932,-1.80989,9.48266427798116,0.216588528757,3,"None",0.666666666666667,"Female","White","Brown","Cannot tell","No",3.83333333333333,4.58333333333333,5.16666666666667,5.5,4.66666666666667,6,4.83333333333333,4.41666666666667,5.5,5.08333333333333
"71",71,"Adrienne_Barbeau_vid06_clip01_2secs",39,"Adrienne_Barbeau_vid06_clip01_2secs_fr039.mat",-6.54603,-3.44805,-2.19241,7.71661967259629,0.219319400127,3,"None",0.666666666666667,"Female","White","Brown","Cannot tell","No",3.83333333333333,4.58333333333333,5.16666666666667,5.5,4.66666666666667,6,4.83333333333333,4.41666666666667,5.5,5.08333333333333
"72",72,"Adrienne_Barbeau_vid06_clip01_2secs",45,"Adrienne_Barbeau_vid06_clip01_2secs_fr045.mat",-5.93457,-2.16442,-1.10356,6.4126187860265,0.227559536557,3,"None",0.666666666666667,"Female","White","Brown","Cannot tell","No",3.83333333333333,4.58333333333333,5.16666666666667,5.5,4.66666666666667,6,4.83333333333333,4.41666666666667,5.5,5.08333333333333
"73",73,"Adrienne_Frantz_vid05_clip03_2secs",3,"Adrienne_Frantz_vid05_clip03_2secs_fr003.mat",-17.4603,12.4826,-1.03701,21.4884333675143,0.564029878192,1.55555555555556,"None",1.44444444444444,"Female","White","Blonde","Blue","No",6.5,6.66666666666667,4.41666666666667,4.33333333333333,3.91666666666667,4.27272727272727,5.41666666666667,3.08333333333333,5.66666666666667,4
"74",74,"Adrienne_Frantz_vid05_clip03_2secs",9,"Adrienne_Frantz_vid05_clip03_2secs_fr009.mat",-12.9695,10.3324,-0.835872,16.6031654214003,0.56396332794,1.55555555555556,"None",1.44444444444444,"Female","White","Blonde","Blue","No",6.5,6.66666666666667,4.41666666666667,4.33333333333333,3.91666666666667,4.27272727272727,5.41666666666667,3.08333333333333,5.66666666666667,4
